"Date(dd-mm-yyyy)";"Time(hh:mm:ss)";"Julian_Day";"AOT_1640";"AOT_1020";"AOT_870";"AOT_675";"AOT_667";"AOT_555";"AOT_551";"AOT_532";"AOT_531";"AOT_500";"AOT_490";"AOT_443";"AOT_440";"AOT_412";"AOT_380";"AOT_340";"Water(cm)";"AOTExt442-T";"AOTExt668-T";"AOTExt871-T";"AOTExt1018-T";"AOTExt442-F";"AOTExt668-F";"AOTExt871-F";"AOTExt1018-F";"AOTExt442-C";"AOTExt668-C";"AOTExt871-C";"AOTExt1018-C";"870-440AngstromParam.[AOTExt]-Total";"SSA442-T";"SSA668-T";"SSA871-T";"SSA1018-T";"AOTAbsp442-T";"AOTAbsp668-T";"AOTAbsp871-T";"AOTAbsp1018-T";"870-440AngstromParam.[AOTAbsp]";"REFR(442)";"REFR(668)";"REFR(871)";"REFR(1018)";"REFI(442)";"REFI(668)";"REFI(871)";"REFI(1018)";"ASYM442-T";"ASYM668-T";"ASYM871-T";"ASYM1018-T";"ASYM442-F";"ASYM668-F";"ASYM871-F";"ASYM1018-F";"ASYM442-C";"ASYM668-C";"ASYM871-C";"ASYM1018-C";"0.050000";"0.065604";"0.086077";"0.112939";"0.148184";"0.194429";"0.255105";"0.334716";"0.439173";"0.576227";"0.756052";"0.991996";"1.301571";"1.707757";"2.240702";"2.939966";"3.857452";"5.061260";"6.640745";"8.713145";"11.432287";"15.000000";"Inflection_Point[um]";"VolCon-T";"EffRad-T";"VolMedianRad-T";"StdDev-T";"VolCon-F";"EffRad-F";"VolMedianRad-F";"StdDev-F";"VolCon-C";"EffRad-C";"VolMedianRad-C";"StdDev-C";"Altitude(BOA)(km)";"Altitude(TOA)(km)";"DownwardFlux(BOA)";"DownwardFlux(TOA)";"UpwardFlux(BOA)";"UpwardFlux(TOA)";"RadiativeForcing(BOA)";"RadiativeForcing(TOA)";"ForcingEfficiency(BOA)";"ForcingEfficiency(TOA)";"DownwardFlux442-T";"DownwardFlux668-T";"DownwardFlux871-T";"DownwardFlux1018-T";"UpwardFlux442-T";"UpwardFlux668-T";"UpwardFlux871-T";"UpwardFlux1018-T";"DiffuseFlux442-T";"DiffuseFlux668-T";"DiffuseFlux871-T";"DiffuseFlux1018-T";"last_processing_date(mm/dd/yyyy)";"alm_type";"solar_zenith_angle_for_1020nm_scan";"sky_error";"sun_error";"alpha440-870";"tau440(measured)";"%sphericity";"if_level2_AOD";"scat_angle_440(>=3.2to6)";"scat_angle_440(>=6to30)";"scat_angle_440(>=30to80)";"scat_angle_440(>=80)";"scat_angle_675(>=3.2to6)";"scat_angle_675(>=6to30)";"scat_angle_675(>=30to80)";"scat_angle_675(>=80)";"scat_angle_870(>=3.2to6)";"scat_angle_870(>=6to30)";"scat_angle_870(>=30to80)";"scat_angle_870(>=80)";"scat_angle_1020(>=3.2to6)";"scat_angle_1020(>=6to30)";"scat_angle_1020(>=30to80)";"scat_angle_1020(>=80)";"albedo_440";"albedo_675";"albedo_870";"albedo-1020";"average_solar_zenith_angle_for_flux_calculation";"DATA_TYPE"
"19:11:2009";"06:17:00";"323.261806";"N/A";"0.045175";"0.052378";"N/A";"0.061493";"0.091097";"N/A";"N/A";"N/A";"N/A";"0.103894";"0.121528";"N/A";"0.133789";"N/A";"N/A";"2.518215";"0.119600";"0.065100";"0.051000";"0.044500";"0.095600";"0.037800";"0.022600";"0.015900";"0.024000";"0.027400";"0.028400";"0.028600";"1.275088";"0.831200";"0.798600";"0.784700";"0.781800";"0.020196";"0.013117";"0.010969";"0.009701";"0.912320";"1.459100";"1.411000";"1.423200";"1.421300";"0.022497";"0.020926";"0.022059";"0.022402";"0.693621";"0.684354";"0.681117";"0.691245";"0.662585";"0.590595";"0.520559";"0.473420";"0.850496";"0.826026";"0.808926";"0.804360";"0.000643";"0.003261";"0.007958";"0.010333";"0.009158";"0.007244";"0.005619";"0.004195";"0.003484";"0.003938";"0.005470";"0.007434";"0.009219";"0.010437";"0.010543";"0.009196";"0.006863";"0.004414";"0.002487";"0.001248";"0.000564";"0.000231";"0.439000";"0.034000";"0.286000";"0.674000";"1.406000";"0.014000";"0.131000";"0.148000";"0.510000";"0.020000";"1.482000";"1.893000";"0.716000";"0.008000";"120.000000";"470.810890";"680.223510";"33.329320";"82.453470";"-24.199310";"-5.283600";"-279.261610";"-60.973110";"887.455353";"727.770855";"462.224258";"341.350352";"74.449870";"61.053714";"38.776639";"28.636358";"0.518463";"0.207553";"0.099592";"0.066013";"22/11/2010";"1";"60.385725";"3.263990";"0.002077";"1.298086";"0.121528";"95.827980";"1";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"8";"5";"3";"10";"7";"3";"0.061630";"0.065800";"0.084130";"0.082170";"60.781750";"Level_1.5"
"19:11:2009";"07:05:40";"323.295602";"N/A";"0.045828";"0.052785";"N/A";"0.064809";"0.092831";"N/A";"N/A";"N/A";"N/A";"0.106433";"0.125456";"N/A";"0.138618";"N/A";"N/A";"2.604700";"0.124700";"0.065500";"0.052400";"0.045700";"0.104800";"0.043200";"0.028700";"0.021300";"0.020000";"0.022200";"0.023700";"0.024400";"1.302426";"0.855000";"0.825100";"0.796000";"0.795600";"0.018078";"0.011450";"0.010684";"0.009343";"0.804229";"1.408400";"1.384500";"1.409700";"1.413700";"0.011262";"0.010731";"0.013376";"0.013614";"0.617731";"0.667487";"0.675335";"0.686028";"0.577697";"0.588300";"0.557509";"0.532276";"0.853179";"0.820836";"0.806852";"0.802178";"0.055629";"0.026451";"0.012780";"0.007430";"0.006120";"0.006547";"0.006557";"0.004889";"0.003381";"0.003305";"0.004762";"0.007300";"0.009631";"0.010897";"0.010616";"0.008886";"0.006551";"0.004281";"0.002480";"0.001277";"0.000586";"0.000240";"0.576000";"0.054000";"0.106000";"0.251000";"1.657000";"0.036000";"0.071000";"0.083000";"0.656000";"0.019000";"1.679000";"2.047000";"0.656000";"0.008000";"120.000000";"267.086910";"431.090180";"35.163050";"80.079120";"-22.594170";"-5.771320";"-258.501720";"-66.030110";"554.317696";"454.576404";"288.712085";"213.212462";"78.363921";"64.263490";"40.815242";"30.141857";"0.694419";"0.309630";"0.155275";"0.102312";"22/11/2010";"1";"71.570563";"1.874190";"0.000415";"1.314119";"0.125456";"74.979917";"1";"4";"10";"7";"5";"4";"10";"7";"5";"4";"10";"7";"5";"4";"10";"6";"5";"0.122850";"0.126320";"0.145230";"0.142040";"71.979500";"Level_1.5"
"19:11:2009";"07:24:28";"323.308657";"N/A";"0.047339";"0.054185";"N/A";"0.067304";"0.095299";"N/A";"N/A";"N/A";"N/A";"0.109505";"0.129444";"N/A";"0.143474";"N/A";"N/A";"2.643662";"0.128700";"0.067600";"0.053900";"0.047300";"0.107100";"0.043300";"0.028100";"0.020700";"0.021700";"0.024300";"0.025800";"0.026600";"1.306929";"0.850700";"0.811700";"0.779300";"0.774400";"0.019217";"0.012730";"0.011901";"0.010667";"0.731795";"1.389900";"1.365300";"1.387300";"1.389200";"0.013810";"0.013705";"0.016593";"0.017509";"0.643280";"0.662533";"0.676709";"0.695081";"0.606348";"0.572540";"0.541519";"0.520782";"0.861267";"0.830749";"0.817611";"0.815447";"0.002654";"0.017951";"0.028742";"0.016721";"0.008267";"0.005983";"0.005732";"0.004937";"0.003777";"0.003734";"0.005296";"0.008005";"0.010696";"0.012562";"0.012214";"0.010098";"0.007401";"0.004820";"0.002756";"0.001381";"0.000607";"0.000235";"0.576000";"0.047000";"0.176000";"0.421000";"1.547000";"0.026000";"0.102000";"0.118000";"0.584000";"0.021000";"1.684000";"2.047000";"0.649000";"0.008000";"120.000000";"188.620600";"330.516030";"31.949840";"73.303350";"-21.785610";"-4.840430";"-241.496880";"-53.656940";"417.420017";"342.311443";"217.409988";"160.556212";"73.060292";"59.914170";"38.052888";"28.101872";"0.792929";"0.386198";"0.197459";"0.128675";"22/11/2010";"1";"75.846627";"2.347704";"0.000228";"1.315347";"0.129444";"98.949560";"1";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"6";"5";"4";"10";"6";"5";"0.160960";"0.163760";"0.182910";"0.179080";"76.278750";"Level_1.5"
"19:11:2009";"21:46:38";"323.907384";"N/A";"0.055170";"0.063390";"N/A";"0.070135";"0.094432";"N/A";"N/A";"N/A";"N/A";"0.102594";"0.111821";"N/A";"0.115253";"N/A";"N/A";"2.952641";"0.114500";"0.080400";"0.064000";"0.055700";"0.095700";"0.060500";"0.042900";"0.034000";"0.018800";"0.019900";"0.021000";"0.021700";"0.857053";"0.993500";"0.993800";"0.994000";"0.994100";"0.000745";"0.000495";"0.000385";"0.000329";"0.974402";"1.470800";"1.475200";"1.494300";"1.500500";"0.000500";"0.000500";"0.000500";"0.000500";"0.742205";"0.706320";"0.676495";"0.664397";"0.733776";"0.691438";"0.648766";"0.623864";"0.783438";"0.750515";"0.732236";"0.727474";"0.000178";"0.000453";"0.001094";"0.002455";"0.004808";"0.007509";"0.008742";"0.007725";"0.005824";"0.004522";"0.004331";"0.005526";"0.008572";"0.012871";"0.014767";"0.011670";"0.006625";"0.003085";"0.001358";"0.000627";"0.000320";"0.000185";"0.756000";"0.031000";"0.486000";"0.937000";"1.152000";"0.012000";"0.230000";"0.270000";"0.553000";"0.018000";"1.895000";"2.159000";"0.526000";"0.008000";"120.000000";"507.081020";"716.370640";"32.629960";"86.283900";"-12.380460";"-9.971080";"-128.522290";"-103.510360";"923.819335";"757.591675";"481.164157";"355.337375";"75.435053";"61.861628";"39.289764";"29.015298";"0.467741";"0.203880";"0.113983";"0.095150";"22/11/2010";"0";"59.472938";"6.241146";"0.005282";"0.896137";"0.111821";"1.117294";"1";"3";"11";"7";"4";"3";"11";"5";"3";"2";"10";"5";"2";"3";"8";"6";"2";"0.053360";"0.059250";"0.079170";"0.079060";"59.066000";"Level_1.5"
"20:11:2009";"05:02:05";"324.209780";"N/A";"0.051860";"0.060395";"N/A";"0.065362";"0.096583";"N/A";"N/A";"N/A";"N/A";"0.106180";"0.119149";"N/A";"0.127585";"N/A";"N/A";"3.238479";"0.118600";"0.073000";"0.055600";"0.047800";"0.098500";"0.050600";"0.031800";"0.023400";"0.020200";"0.022400";"0.023800";"0.024500";"1.121505";"0.924100";"0.913000";"0.896900";"0.897500";"0.009003";"0.006352";"0.005732";"0.004905";"0.681091";"1.426600";"1.414700";"1.424400";"1.427600";"0.007940";"0.008106";"0.009282";"0.009147";"0.748210";"0.712423";"0.689995";"0.683192";"0.731632";"0.673627";"0.613635";"0.572279";"0.840603";"0.808713";"0.798456";"0.793084";"0.000233";"0.000825";"0.002275";"0.004869";"0.008016";"0.010013";"0.009427";"0.006901";"0.004717";"0.004017";"0.004666";"0.006207";"0.007867";"0.009438";"0.010888";"0.011375";"0.010307";"0.007711";"0.004592";"0.002151";"0.000794";"0.000231";"0.576000";"0.035000";"0.417000";"0.938000";"1.334000";"0.013000";"0.187000";"0.213000";"0.509000";"0.021000";"1.888000";"2.386000";"0.691000";"0.008000";"120.000000";"753.259710";"1014.932720";"27.971010";"81.466510";"-16.095910";"-5.938010";"-173.568990";"-64.032050";"1341.659152";"1100.247381";"698.792795";"516.055058";"68.169200";"55.903158";"35.505401";"26.220565";"0.386912";"0.157350";"0.079114";"0.055704";"22/11/2010";"0";"42.871724";"2.748919";"0.004990";"1.082574";"0.119149";"67.931420";"1";"4";"9";"8";"3";"4";"10";"8";"3";"4";"10";"7";"3";"4";"10";"7";"2";"0.028130";"0.032610";"0.050150";"0.049000";"43.279750";"Level_1.5"
"20:11:2009";"05:51:26";"324.244051";"N/A";"0.051065";"0.059994";"N/A";"0.067052";"0.096330";"N/A";"N/A";"N/A";"N/A";"0.106187";"0.119747";"N/A";"0.128208";"N/A";"N/A";"3.320110";"0.118100";"0.072400";"0.057200";"0.050000";"0.097100";"0.049000";"0.032400";"0.024600";"0.021000";"0.023400";"0.024800";"0.025400";"1.078578";"0.934700";"0.929100";"0.924700";"0.924200";"0.007713";"0.005139";"0.004307";"0.003790";"0.869690";"1.453500";"1.415900";"1.435300";"1.443700";"0.006517";"0.006306";"0.006764";"0.006864";"0.743258";"0.725203";"0.698006";"0.687211";"0.726380";"0.688681";"0.630602";"0.591506";"0.829820";"0.807040";"0.790600";"0.783380";"0.000313";"0.000953";"0.002218";"0.004046";"0.006145";"0.008190";"0.009172";"0.007649";"0.005296";"0.004364";"0.004685";"0.005880";"0.007777";"0.010127";"0.011974";"0.012086";"0.010058";"0.006802";"0.003777";"0.001752";"0.000687";"0.000228";"0.576000";"0.034000";"0.439000";"0.969000";"1.292000";"0.013000";"0.192000";"0.222000";"0.531000";"0.021000";"1.855000";"2.314000";"0.671000";"0.008000";"120.000000";"574.101750";"804.060330";"30.562340";"82.840820";"-15.432860";"-7.183970";"-165.981980";"-77.264390";"1060.932827";"870.033616";"552.578659";"408.076635";"71.320027";"58.487040";"37.146484";"27.432497";"0.463043";"0.195170";"0.101942";"0.072722";"22/11/2010";"1";"54.369427";"3.023347";"0.003154";"1.084577";"0.119747";"48.779033";"1";"4";"10";"8";"4";"4";"10";"8";"4";"4";"9";"7";"4";"4";"10";"6";"3";"0.044200";"0.048550";"0.066610";"0.065040";"54.778250";"Level_1.5"
"20:11:2009";"07:05:50";"324.295718";"N/A";"0.050318";"0.058047";"N/A";"0.069840";"0.096264";"N/A";"N/A";"N/A";"N/A";"0.107862";"0.124163";"N/A";"0.134504";"N/A";"N/A";"3.303825";"0.123400";"0.071300";"0.057200";"0.049200";"0.101900";"0.047100";"0.031800";"0.023300";"0.021400";"0.024200";"0.025400";"0.026000";"1.150215";"0.901900";"0.893400";"0.874800";"0.871100";"0.012106";"0.007602";"0.007157";"0.006346";"0.805579";"1.344800";"1.343000";"1.374300";"1.378900";"0.008457";"0.007823";"0.009378";"0.009629";"0.725579";"0.705706";"0.688772";"0.691848";"0.701819";"0.644204";"0.590626";"0.557037";"0.853074";"0.831385";"0.813543";"0.810466";"0.001795";"0.008328";"0.016032";"0.015426";"0.011315";"0.009280";"0.008903";"0.007945";"0.005832";"0.004579";"0.005080";"0.007197";"0.009413";"0.010482";"0.010803";"0.010686";"0.009455";"0.007096";"0.004356";"0.002142";"0.000834";"0.000256";"0.576000";"0.045000";"0.229000";"0.552000";"1.504000";"0.024000";"0.127000";"0.151000";"0.617000";"0.022000";"1.795000";"2.265000";"0.698000";"0.008000";"120.000000";"267.166690";"433.060900";"33.150800";"79.143180";"-19.034580";"-7.215090";"-206.826690";"-78.398000";"559.217229";"458.594339";"291.263969";"215.097016";"75.113790";"61.598171";"39.122436";"28.891728";"0.692051";"0.324955";"0.171666";"0.116251";"22/11/2010";"1";"71.501658";"2.761136";"0.001061";"1.156454";"0.124163";"89.868360";"1";"4";"10";"7";"5";"4";"10";"7";"5";"4";"6";"6";"5";"4";"8";"5";"5";"0.115090";"0.118970";"0.138060";"0.135070";"71.902500";"Level_1.5"
"21:11:2009";"05:02:16";"325.209907";"N/A";"0.134236";"0.159971";"N/A";"0.195928";"0.247077";"N/A";"N/A";"N/A";"N/A";"0.263578";"0.277417";"N/A";"0.283519";"N/A";"N/A";"4.209254";"0.277500";"0.199300";"0.156100";"0.133800";"0.246000";"0.167000";"0.122400";"0.098900";"0.031500";"0.032300";"0.033800";"0.035000";"0.843676";"0.987700";"0.987900";"0.987600";"0.987800";"0.003418";"0.002420";"0.001934";"0.001638";"0.838582";"1.361000";"1.367500";"1.380700";"1.384900";"0.000869";"0.000930";"0.000964";"0.000953";"0.783064";"0.759811";"0.733653";"0.720369";"0.774717";"0.751695";"0.721398";"0.702206";"0.845554";"0.801348";"0.778079";"0.771730";"0.000889";"0.003035";"0.006634";"0.009768";"0.011233";"0.012981";"0.018744";"0.029999";"0.031955";"0.019749";"0.012883";"0.012541";"0.015216";"0.019653";"0.026133";"0.031018";"0.031510";"0.025350";"0.015262";"0.006770";"0.002219";"0.000538";"0.992000";"0.093000";"0.470000";"1.037000";"1.297000";"0.045000";"0.247000";"0.313000";"0.658000";"0.049000";"2.638000";"3.091000";"0.569000";"0.008000";"120.000000";"736.151730";"1016.053340";"27.188280";"90.805150";"-21.804790";"-15.916420";"-91.984580";"-67.144190";"1333.800570";"1093.802834";"694.699713";"513.032337";"70.980953";"58.208978";"36.969881";"27.302076";"0.504241";"0.286929";"0.192408";"0.154631";"22/11/2010";"0";"42.833356";"4.303783";"0.002568";"0.852346";"0.277417";"91.384393";"1";"4";"10";"8";"3";"4";"7";"8";"2";"4";"7";"9";"1";"4";"7";"9";"1";"0.028040";"0.032520";"0.050080";"0.048920";"43.239000";"Level_1.5"
"21:11:2009";"07:06:22";"325.296088";"N/A";"0.123322";"0.146498";"N/A";"0.187868";"0.233190";"N/A";"N/A";"N/A";"N/A";"0.252106";"0.270237";"N/A";"0.278550";"N/A";"N/A";"4.114049";"0.270300";"0.188400";"0.146700";"0.123100";"0.236400";"0.152000";"0.107900";"0.082900";"0.033800";"0.036500";"0.038800";"0.040100";"0.898201";"0.949800";"0.955100";"0.948100";"0.942500";"0.013579";"0.008460";"0.007621";"0.007078";"0.877190";"1.392100";"1.371200";"1.385600";"1.385800";"0.004829";"0.004339";"0.005032";"0.005422";"0.798330";"0.778865";"0.744600";"0.727945";"0.790718";"0.769387";"0.723119";"0.691572";"0.856057";"0.820896";"0.807746";"0.806636";"0.000781";"0.000984";"0.001365";"0.002141";"0.003988";"0.008962";"0.021506";"0.037789";"0.030040";"0.015078";"0.009874";"0.010007";"0.012936";"0.018249";"0.025275";"0.028961";"0.025519";"0.017008";"0.008999";"0.003991";"0.001526";"0.000508";"0.756000";"0.078000";"0.563000";"1.056000";"1.173000";"0.035000";"0.292000";"0.332000";"0.463000";"0.043000";"2.245000";"2.688000";"0.602000";"0.008000";"120.000000";"248.325420";"431.385130";"31.919890";"89.366850";"-31.982800";"-17.168350";"-138.063040";"-74.112160";"532.759136";"436.896989";"277.483476";"204.920189";"71.609020";"58.724034";"37.297005";"27.543655";"0.805854";"0.519073";"0.349620";"0.265443";"22/11/2010";"0";"71.514896";"2.260278";"0.000271";"0.925748";"0.270237";"63.046080";"1";"4";"7";"7";"4";"4";"7";"7";"0";"4";"7";"5";"0";"4";"10";"5";"1";"0.120370";"0.123420";"0.142200";"0.138800";"71.982250";"Level_1.5"
"21:11:2009";"23:02:31";"325.960081";"N/A";"0.095455";"0.112593";"N/A";"0.125396";"0.145720";"N/A";"N/A";"N/A";"N/A";"0.143963";"0.153284";"N/A";"0.149340";"N/A";"N/A";"3.447586";"0.160200";"0.132700";"0.112700";"0.101900";"0.119700";"0.090800";"0.068000";"0.055100";"0.040600";"0.041900";"0.044700";"0.046800";"0.512739";"0.989400";"0.991100";"0.991700";"0.992100";"0.001705";"0.001182";"0.000930";"0.000803";"0.892082";"1.440900";"1.446900";"1.446800";"1.444900";"0.000500";"0.000504";"0.000507";"0.000509";"0.745152";"0.726295";"0.715194";"0.711092";"0.723331";"0.711427";"0.696701";"0.683467";"0.806623";"0.758027";"0.743196";"0.743476";"0.000274";"0.000610";"0.001271";"0.002452";"0.004308";"0.006806";"0.009623";"0.011898";"0.012635";"0.012312";"0.012178";"0.012342";"0.014139";"0.020067";"0.030623";"0.040138";"0.038443";"0.025446";"0.011981";"0.004246";"0.001180";"0.000261";"0.756000";"0.074000";"0.817000";"1.632000";"1.086000";"0.019000";"0.277000";"0.332000";"0.568000";"0.056000";"2.333000";"2.776000";"0.580000";"0.008000";"120.000000";"776.461840";"1044.957170";"27.644900";"87.710580";"-15.770220";"-12.202370";"-107.460000";"-83.148290";"1361.113280";"1116.201025";"708.925327";"523.537883";"70.157016";"57.533296";"36.540739";"26.985157";"0.391554";"0.202268";"0.136212";"0.119597";"23/11/2009";"0";"41.880900";"5.265837";"0.005647";"0.462447";"0.153284";"99.000000";"0";"4";"11";"5";"2";"4";"11";"3";"1";"4";"11";"2";"0";"4";"7";"0";"0";"0.026230";"0.031060";"0.048980";"0.048250";"41.474000";"Level_1.5"
"22:11:2009";"05:02:33";"326.210104";"N/A";"0.071983";"0.080154";"N/A";"0.082394";"0.109373";"N/A";"N/A";"N/A";"N/A";"0.116158";"0.125453";"N/A";"0.130830";"N/A";"N/A";"3.286781";"0.126000";"0.089800";"0.075600";"0.067500";"0.098800";"0.060800";"0.045100";"0.036300";"0.027200";"0.029000";"0.030500";"0.031300";"0.758674";"0.949300";"0.944200";"0.926500";"0.924800";"0.006387";"0.005010";"0.005556";"0.005079";"0.239181";"1.442300";"1.430400";"1.455200";"1.460000";"0.003533";"0.004144";"0.005871";"0.006223";"0.756763";"0.744385";"0.726027";"0.719980";"0.733074";"0.711303";"0.677010";"0.658266";"0.845106";"0.816530";"0.802747";"0.795404";"0.000323";"0.001221";"0.003028";"0.005059";"0.006174";"0.006423";"0.006850";"0.007889";"0.008327";"0.007109";"0.005871";"0.006198";"0.008829";"0.014185";"0.020495";"0.023477";"0.021019";"0.014955";"0.008357";"0.003561";"0.001132";"0.000267";"0.756000";"0.049000";"0.569000";"1.362000";"1.257000";"0.015000";"0.209000";"0.260000";"0.652000";"0.034000";"2.387000";"2.832000";"0.583000";"0.008000";"120.000000";"753.362730";"1016.624970";"27.523340";"82.360500";"-15.984620";"-7.184740";"-150.511940";"-67.651830";"1339.912001";"1098.814604";"697.882805";"515.383035";"68.365411";"56.064064";"35.607596";"26.296035";"0.391396";"0.174497";"0.102211";"0.078698";"22/11/2010";"0";"42.816764";"1.984444";"0.004856";"0.724474";"0.125453";"0.392202";"1";"4";"10";"8";"3";"4";"9";"8";"3";"4";"10";"7";"1";"4";"10";"7";"1";"0.027530";"0.032020";"0.049580";"0.048480";"43.226000";"Level_1.5"
"22:11:2009";"05:52:13";"326.244595";"N/A";"0.065431";"0.073744";"N/A";"0.078322";"0.104062";"N/A";"N/A";"N/A";"N/A";"0.111524";"0.121687";"N/A";"0.127545";"N/A";"N/A";"3.221199";"0.120900";"0.084300";"0.070800";"0.063200";"0.094700";"0.056500";"0.041400";"0.032800";"0.026200";"0.027800";"0.029500";"0.030400";"0.795971";"0.983300";"0.984200";"0.983700";"0.983900";"0.002025";"0.001333";"0.001155";"0.001017";"0.843442";"1.424900";"1.397400";"1.419400";"1.423000";"0.000984";"0.000972";"0.001073";"0.001095";"0.747577";"0.744990";"0.723145";"0.716577";"0.727907";"0.721794";"0.687860";"0.668319";"0.816162";"0.791377";"0.772504";"0.768568";"0.000399";"0.001431";"0.003237";"0.004859";"0.005558";"0.005956";"0.006982";"0.008434";"0.008453";"0.007074";"0.006223";"0.006852";"0.009497";"0.014599";"0.020532";"0.023194";"0.020437";"0.014084";"0.007584";"0.003161";"0.001010";"0.000247";"0.756000";"0.049000";"0.561000";"1.330000";"1.246000";"0.015000";"0.208000";"0.261000";"0.661000";"0.034000";"2.319000";"2.749000";"0.584000";"0.008000";"120.000000";"578.824030";"804.806420";"30.663110";"84.676560";"-12.389100";"-8.997590";"-122.422590";"-88.909480";"1063.433259";"872.084133";"553.880990";"409.038400";"72.229774";"59.233092";"37.620319";"27.782422";"0.466744";"0.213337";"0.124633";"0.095658";"22/11/2010";"1";"54.365897";"2.205590";"0.003475";"0.795343";"0.121687";"50.240201";"1";"4";"10";"8";"4";"4";"10";"8";"4";"4";"10";"8";"4";"4";"10";"7";"4";"0.044000";"0.048320";"0.066320";"0.064730";"54.770000";"Level_1.5"
"22:11:2009";"06:18:17";"326.262697";"N/A";"0.070779";"0.079831";"N/A";"0.087795";"0.113782";"N/A";"N/A";"N/A";"N/A";"0.121885";"0.132544";"N/A";"0.138804";"N/A";"N/A";"3.220647";"0.132200";"0.092200";"0.077400";"0.069000";"0.096800";"0.052400";"0.035400";"0.026300";"0.035400";"0.039800";"0.042000";"0.042800";"0.796224";"0.943100";"0.941100";"0.930700";"0.927800";"0.007522";"0.005427";"0.005368";"0.004986";"0.523217";"1.417100";"1.398200";"1.416100";"1.415000";"0.003731";"0.003911";"0.005047";"0.005381";"0.752409";"0.745275";"0.731287";"0.731112";"0.727075";"0.698821";"0.652963";"0.622846";"0.824931";"0.808913";"0.799854";"0.799520";"0.000487";"0.001819";"0.004141";"0.006110";"0.006844";"0.007167";"0.007852";"0.008391";"0.007960";"0.007642";"0.008410";"0.009249";"0.009730";"0.011982";"0.017769";"0.025063";"0.028091";"0.022592";"0.012736";"0.005034";"0.001392";"0.000269";"0.576000";"0.057000";"0.561000";"1.436000";"1.301000";"0.015000";"0.180000";"0.218000";"0.609000";"0.042000";"2.156000";"2.777000";"0.687000";"0.008000";"120.000000";"469.699170";"680.998350";"33.515880";"85.922950";"-18.379820";"-9.001070";"-167.250170";"-81.906720";"889.801400";"729.694765";"463.446179";"342.252734";"76.329467";"62.595105";"39.755613";"29.359325";"0.532103";"0.252594";"0.149145";"0.113653";"22/11/2010";"0";"60.389656";"2.553242";"0.002647";"0.793713";"0.132544";"59.985352";"1";"3";"10";"7";"5";"3";"8";"7";"5";"3";"4";"7";"4";"3";"10";"5";"4";"0.062470";"0.066600";"0.084820";"0.082790";"60.786500";"Level_1.5"
"22:11:2009";"07:26:02";"326.309745";"N/A";"0.077145";"0.089163";"N/A";"0.107248";"0.131089";"N/A";"N/A";"N/A";"N/A";"0.139559";"0.155328";"N/A";"0.163005";"N/A";"N/A";"3.190242";"0.156000";"0.108000";"0.088800";"0.077800";"0.099000";"0.046500";"0.028000";"0.019000";"0.056900";"0.061500";"0.060800";"0.058800";"0.835603";"0.903900";"0.902900";"0.891400";"0.891100";"0.014980";"0.010481";"0.009641";"0.008470";"0.668362";"1.330000";"1.348000";"1.365000";"1.360200";"0.006441";"0.006302";"0.007587";"0.007683";"0.753147";"0.735080";"0.731707";"0.740062";"0.700425";"0.609359";"0.545230";"0.503530";"0.851245";"0.832799";"0.817276";"0.813634";"0.000562";"0.004992";"0.015878";"0.020463";"0.015113";"0.010055";"0.008180";"0.008455";"0.009627";"0.010411";"0.010218";"0.010508";"0.012917";"0.018498";"0.025849";"0.030476";"0.028279";"0.020156";"0.010846";"0.004380";"0.001326";"0.000301";"0.439000";"0.075000";"0.354000";"0.967000";"1.452000";"0.024000";"0.131000";"0.149000";"0.527000";"0.051000";"1.728000";"2.323000";"0.747000";"0.008000";"120.000000";"183.386960";"330.267740";"29.901380";"75.748010";"-23.366810";"-9.080740";"-183.235860";"-71.208590";"410.075417";"336.288395";"213.584610";"157.731189";"68.178331";"55.910646";"35.510156";"26.224077";"0.813545";"0.477492";"0.295199";"0.217882";"23/11/2009";"0";"75.862969";"2.785666";"0.000432";"0.822707";"0.155328";"95.087800";"0";"4";"9";"6";"5";"4";"8";"4";"3";"4";"5";"2";"4";"0";"5";"2";"5";"0.154600";"0.157940";"0.176860";"0.173070";"76.306500";"Level_1.5"
