"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"2008-07-16T12:56:15Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"2008-07-16T12:59:03Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"2008-07-16T13:10:18Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"2008-07-16T13:21:33Z"
